age,education,education-num,marital-status,occupation,race,sex,hours-per-week,native-country,income
24,Some-college,10,Never-married,Adm-clerical,Asian-Pac-Islander,Male,40,?,<=50K
20,11th,7,Never-married,Other-service,Black,Male,20,United-States,<=50K
58,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,70,United-States,<=50K
21,Masters,14,Never-married,Transport-moving,White,Male,15,United-States,<=50K
28,HS-grad,9,Separated,Protective-serv,White,Male,40,United-States,<=50K
40,10th,6,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
45,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,50,United-States,<=50K
40,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
41,Some-college,10,Never-married,Craft-repair,White,Female,40,United-States,<=50K
58,HS-grad,9,Divorced,Exec-managerial,White,Female,40,United-States,<=50K
44,Assoc-voc,11,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
26,HS-grad,9,Married-civ-spouse,Sales,White,Male,65,United-States,<=50K
29,Assoc-acdm,12,Never-married,Sales,White,Male,45,Mexico,<=50K
45,Masters,14,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
23,Assoc-acdm,12,Never-married,Other-service,White,Male,40,United-States,<=50K
39,HS-grad,9,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
45,Doctorate,16,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
51,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
22,HS-grad,9,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K
67,7th-8th,4,Divorced,?,White,Male,3,United-States,<=50K
28,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K
23,Some-college,10,Never-married,Other-service,White,Female,25,United-States,<=50K
33,HS-grad,9,Married-civ-spouse,Other-service,Black,Male,35,United-States,<=50K
37,Assoc-voc,11,Married-civ-spouse,Tech-support,White,Male,43,United-States,<=50K
19,Some-college,10,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
90,1st-4th,2,Widowed,?,Black,Female,40,United-States,<=50K
35,11th,7,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,<=50K
62,7th-8th,4,Divorced,Tech-support,White,Female,38,Columbia,<=50K
20,Some-college,10,Never-married,?,White,Female,15,United-States,<=50K
25,HS-grad,9,Never-married,Other-service,White,Male,40,United-States,<=50K
21,HS-grad,9,Never-married,Craft-repair,White,Male,40,United-States,<=50K
32,Some-college,10,Never-married,Other-service,White,Male,35,United-States,<=50K
32,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Female,45,United-States,<=50K
70,HS-grad,9,Widowed,Adm-clerical,White,Female,12,United-States,<=50K
65,10th,6,Married-civ-spouse,?,White,Male,50,United-States,>50K
57,11th,7,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
31,Some-college,10,Never-married,Craft-repair,White,Male,40,United-States,<=50K
37,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
34,HS-grad,9,Divorced,Other-service,White,Female,36,United-States,<=50K
26,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,78,United-States,<=50K
44,Some-college,10,Married-civ-spouse,Sales,White,Male,48,United-States,<=50K
66,7th-8th,4,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
39,HS-grad,9,Divorced,Craft-repair,White,Female,40,United-States,<=50K
31,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
53,Assoc-voc,11,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
36,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Female,50,United-States,<=50K
61,9th,5,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
43,Bachelors,13,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
38,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
26,HS-grad,9,Never-married,Adm-clerical,White,Male,50,Mexico,<=50K
27,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Amer-Indian-Eskimo,Male,8,United-States,<=50K
58,9th,5,Divorced,Other-service,White,Female,40,United-States,<=50K
37,HS-grad,9,Divorced,Adm-clerical,White,Female,12,Puerto-Rico,<=50K
56,7th-8th,4,Married-civ-spouse,Craft-repair,White,Male,26,United-States,<=50K
36,Some-college,10,Separated,Exec-managerial,White,Male,60,United-States,>50K
29,HS-grad,9,Never-married,Craft-repair,Black,Male,40,United-States,<=50K
28,10th,6,Never-married,Transport-moving,White,Male,30,United-States,<=50K
61,Doctorate,16,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
66,9th,5,Married-civ-spouse,Farming-fishing,White,Male,25,United-States,>50K
31,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,50,United-States,>50K
21,Assoc-acdm,12,Never-married,Other-service,White,Female,40,United-States,<=50K
67,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,58,United-States,>50K
26,HS-grad,9,Widowed,Transport-moving,White,Male,40,United-States,<=50K
21,Some-college,10,Never-married,Craft-repair,White,Male,50,United-States,<=50K
33,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
33,HS-grad,9,Divorced,Other-service,White,Female,32,United-States,<=50K
59,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
82,7th-8th,4,Married-civ-spouse,Farming-fishing,White,Male,50,United-States,<=50K
34,Doctorate,16,Married-civ-spouse,Prof-specialty,White,Female,50,United-States,>50K
29,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,50,France,>50K
19,Some-college,10,Divorced,Other-service,White,Female,40,United-States,<=50K
57,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,1,United-States,<=50K
41,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
55,10th,6,Married-civ-spouse,Other-service,Black,Male,40,United-States,<=50K
27,Some-college,10,Never-married,Handlers-cleaners,Black,Male,40,United-States,<=50K
33,HS-grad,9,Never-married,Craft-repair,White,Male,45,United-States,<=50K
43,Some-college,10,Divorced,Adm-clerical,Black,Male,50,United-States,>50K
72,Some-college,10,Widowed,Tech-support,White,Female,16,United-States,<=50K
68,HS-grad,9,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K
29,HS-grad,9,Separated,Adm-clerical,White,Female,40,United-States,<=50K
41,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,<=50K
30,HS-grad,9,Married-civ-spouse,Protective-serv,White,Male,40,United-States,<=50K
31,Bachelors,13,Divorced,Other-service,Asian-Pac-Islander,Male,70,United-States,>50K
54,5th-6th,3,Married-spouse-absent,Other-service,Black,Female,30,Haiti,<=50K
32,Assoc-acdm,12,Separated,Exec-managerial,White,Female,50,United-States,>50K
56,HS-grad,9,Widowed,Sales,White,Female,40,United-States,<=50K
39,Bachelors,13,Married-civ-spouse,?,White,Female,6,United-States,>50K
41,Assoc-voc,11,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
48,HS-grad,9,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
66,7th-8th,4,Married-civ-spouse,Farming-fishing,White,Male,48,United-States,<=50K
25,Bachelors,13,Never-married,Sales,White,Female,50,United-States,<=50K
31,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
32,Assoc-acdm,12,Divorced,Sales,White,Male,48,United-States,<=50K
51,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
42,HS-grad,9,Never-married,Adm-clerical,Black,Female,40,Trinadad&Tobago,<=50K
22,Some-college,10,Never-married,?,Black,Female,35,United-States,<=50K
31,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
43,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,<=50K
42,Some-college,10,Never-married,Transport-moving,Black,Female,40,United-States,<=50K
20,HS-grad,9,Never-married,Other-service,Other,Male,40,United-States,<=50K
40,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
65,HS-grad,9,Widowed,Adm-clerical,White,Female,20,United-States,<=50K
53,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,52,United-States,>50K
56,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,60,United-States,>50K
51,Doctorate,16,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
38,HS-grad,9,Married-civ-spouse,?,White,Male,40,United-States,<=50K
44,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
49,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
47,HS-grad,9,Divorced,Craft-repair,Black,Male,44,United-States,>50K
22,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,<=50K
53,Some-college,10,Separated,Craft-repair,White,Male,45,United-States,>50K
41,Some-college,10,Divorced,Protective-serv,White,Male,20,United-States,<=50K
19,HS-grad,9,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
27,Bachelors,13,Never-married,Prof-specialty,Amer-Indian-Eskimo,Female,43,United-States,<=50K
48,Assoc-voc,11,Married-civ-spouse,Exec-managerial,White,Female,25,United-States,>50K
52,7th-8th,4,Never-married,Other-service,White,Female,7,United-States,<=50K
61,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
45,Bachelors,13,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,45,China,>50K
29,9th,5,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
41,Some-college,10,Divorced,Other-service,White,Male,21,United-States,<=50K
38,Some-college,10,Divorced,Exec-managerial,Black,Male,60,United-States,<=50K
32,Some-college,10,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
37,HS-grad,9,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K
55,10th,6,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
62,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
48,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
43,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
25,HS-grad,9,Never-married,Sales,Black,Male,24,United-States,<=50K
47,HS-grad,9,Separated,Other-service,White,Female,40,United-States,<=50K
49,Bachelors,13,Married-civ-spouse,Farming-fishing,White,Male,70,United-States,<=50K
55,HS-grad,9,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K
42,HS-grad,9,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
40,HS-grad,9,Divorced,Adm-clerical,White,Male,40,United-States,<=50K
34,Assoc-voc,11,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
38,HS-grad,9,Separated,Sales,White,Female,10,United-States,<=50K
39,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
45,Assoc-acdm,12,Divorced,Craft-repair,White,Female,55,United-States,<=50K
43,Assoc-acdm,12,Never-married,Sales,White,Male,40,United-States,<=50K
32,HS-grad,9,Never-married,Exec-managerial,Black,Female,40,United-States,<=50K
18,Some-college,10,Never-married,Other-service,White,Female,20,Mexico,<=50K
27,Masters,14,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
57,Assoc-acdm,12,Divorced,Tech-support,White,Female,40,United-States,<=50K
38,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,60,United-States,<=50K
67,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
26,11th,7,Separated,Other-service,White,Female,20,United-States,<=50K
21,HS-grad,9,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K
17,10th,6,Never-married,Other-service,White,Male,15,United-States,<=50K
31,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,Mexico,<=50K
51,Assoc-acdm,12,Separated,Sales,Black,Male,30,United-States,<=50K
29,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
28,Bachelors,13,Never-married,Craft-repair,White,Male,40,United-States,>50K
32,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
31,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,45,United-States,<=50K
26,Some-college,10,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,>50K
28,Bachelors,13,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
40,Masters,14,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
51,7th-8th,4,Never-married,Handlers-cleaners,White,Male,19,United-States,<=50K
62,Some-college,10,Married-civ-spouse,Transport-moving,Black,Male,20,United-States,<=50K
54,10th,6,Married-civ-spouse,Machine-op-inspct,White,Male,60,United-States,<=50K
55,HS-grad,9,Separated,Other-service,White,Female,16,United-States,<=50K
24,HS-grad,9,Never-married,Handlers-cleaners,White,Male,20,United-States,<=50K
27,Masters,14,Never-married,Adm-clerical,White,Male,45,United-States,<=50K
18,HS-grad,9,Never-married,Transport-moving,White,Male,30,United-States,<=50K
22,Bachelors,13,Never-married,Prof-specialty,Amer-Indian-Eskimo,Female,40,United-States,>50K
21,HS-grad,9,Never-married,Sales,White,Female,40,United-States,<=50K
44,Some-college,10,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,80,Philippines,>50K
50,Masters,14,Married-civ-spouse,?,White,Male,60,United-States,>50K
38,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
39,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
27,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
35,11th,7,Divorced,Craft-repair,Black,Male,40,United-States,<=50K
51,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,60,United-States,>50K
60,Some-college,10,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K
62,Some-college,10,Married-civ-spouse,?,White,Male,40,United-States,>50K
38,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
37,Some-college,10,Separated,Handlers-cleaners,Black,Male,35,United-States,<=50K
43,Some-college,10,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
49,Some-college,10,Divorced,Adm-clerical,White,Female,50,United-States,<=50K
17,10th,6,Never-married,Other-service,White,Female,25,United-States,<=50K
32,HS-grad,9,Never-married,Other-service,White,Male,60,United-States,<=50K
23,Bachelors,13,Never-married,Prof-specialty,White,Female,38,United-States,<=50K
28,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
83,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
25,Bachelors,13,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
42,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,<=50K
46,11th,7,Never-married,Other-service,White,Male,40,United-States,<=50K
29,Bachelors,13,Never-married,Prof-specialty,Other,Female,50,United-States,<=50K
44,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
60,Prof-school,15,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
30,Assoc-voc,11,Divorced,Protective-serv,Amer-Indian-Eskimo,Female,40,United-States,<=50K
24,Some-college,10,Never-married,Sales,White,Female,17,United-States,<=50K
17,10th,6,Never-married,Other-service,White,Female,10,United-States,<=50K
76,11th,7,Widowed,?,White,Female,16,United-States,<=50K
31,Assoc-acdm,12,Never-married,Tech-support,White,Female,40,United-States,<=50K
52,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
39,Bachelors,13,Never-married,Exec-managerial,Asian-Pac-Islander,Female,35,United-States,<=50K
73,Bachelors,13,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
38,HS-grad,9,Never-married,Other-service,Black,Female,24,United-States,<=50K
48,HS-grad,9,Divorced,Other-service,Black,Female,20,United-States,<=50K
60,10th,6,Widowed,Sales,White,Female,40,United-States,<=50K
26,HS-grad,9,Never-married,Transport-moving,White,Male,40,United-States,<=50K
20,HS-grad,9,Never-married,Other-service,White,Male,40,United-States,<=50K
54,Doctorate,16,Never-married,Exec-managerial,White,Female,40,United-States,>50K
50,HS-grad,9,Married-civ-spouse,Other-service,Black,Male,40,United-States,<=50K
20,Some-college,10,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
23,Some-college,10,Never-married,Adm-clerical,Black,Male,22,United-States,<=50K
35,Assoc-voc,11,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
43,10th,6,Never-married,Machine-op-inspct,Black,Male,40,United-States,<=50K
50,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,32,United-States,<=50K
58,1st-4th,2,Separated,Farming-fishing,Black,Male,50,United-States,<=50K
55,Assoc-acdm,12,Divorced,Adm-clerical,Asian-Pac-Islander,Male,40,United-States,<=50K
29,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
47,Some-college,10,Divorced,Machine-op-inspct,White,Female,40,United-States,<=50K
39,HS-grad,9,Married-civ-spouse,Prof-specialty,Black,Female,40,United-States,<=50K
63,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,35,United-States,>50K
27,HS-grad,9,Never-married,Transport-moving,White,Male,60,United-States,<=50K
62,11th,7,Divorced,?,Black,Female,40,United-States,<=50K
38,Some-college,10,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
25,HS-grad,9,Never-married,Handlers-cleaners,White,Male,65,United-States,<=50K
31,HS-grad,9,Married-civ-spouse,Other-service,White,Male,52,Mexico,<=50K
40,Some-college,10,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
42,Doctorate,16,Never-married,Prof-specialty,White,Male,50,United-States,<=50K
52,HS-grad,9,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
46,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
31,Some-college,10,Separated,Other-service,White,Female,50,Mexico,<=50K
33,HS-grad,9,Divorced,Other-service,White,Female,40,United-States,<=50K
58,HS-grad,9,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
52,HS-grad,9,Divorced,Tech-support,White,Male,36,United-States,>50K
25,Bachelors,13,Never-married,Exec-managerial,White,Male,35,United-States,>50K
54,Bachelors,13,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
46,Masters,14,Married-civ-spouse,Adm-clerical,White,Male,60,United-States,<=50K
28,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
24,7th-8th,4,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
39,Bachelors,13,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
60,Some-college,10,Married-civ-spouse,Tech-support,White,Male,40,United-States,<=50K
22,HS-grad,9,Never-married,Other-service,White,Female,40,United-States,<=50K
27,Bachelors,13,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
35,Bachelors,13,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
47,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,<=50K
33,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Female,50,United-States,>50K
40,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
38,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
26,Assoc-acdm,12,Separated,Craft-repair,Other,Female,40,United-States,<=50K
54,Bachelors,13,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
39,Bachelors,13,Married-civ-spouse,Machine-op-inspct,White,Male,40,?,<=50K
60,7th-8th,4,Divorced,Machine-op-inspct,White,Male,40,United-States,<=50K
32,Masters,14,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
19,Some-college,10,Never-married,Adm-clerical,White,Female,15,United-States,<=50K
49,HS-grad,9,Married-civ-spouse,?,White,Male,60,United-States,<=50K
31,11th,7,Never-married,Adm-clerical,White,Female,48,United-States,<=50K
29,HS-grad,9,Separated,Sales,White,Female,25,United-States,<=50K
39,HS-grad,9,Never-married,Sales,Black,Female,40,United-States,<=50K
42,Masters,14,Married-civ-spouse,Sales,White,Male,50,?,>50K
26,HS-grad,9,Divorced,Other-service,White,Female,35,United-States,<=50K
27,Assoc-voc,11,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
52,9th,5,Widowed,Adm-clerical,White,Female,40,United-States,<=50K
50,Some-college,10,Divorced,Other-service,Black,Female,40,United-States,<=50K
51,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,45,United-States,>50K
51,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
40,HS-grad,9,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
61,7th-8th,4,Widowed,Farming-fishing,Black,Male,40,United-States,<=50K
35,HS-grad,9,Divorced,Craft-repair,White,Male,40,United-States,<=50K
41,HS-grad,9,Divorced,?,Black,Female,28,United-States,<=50K
31,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
43,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
20,HS-grad,9,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K
35,Some-college,10,Separated,Craft-repair,White,Male,40,United-States,<=50K
30,Some-college,10,Married-civ-spouse,Sales,White,Male,45,United-States,<=50K
42,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
51,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,>50K
39,Masters,14,Divorced,Exec-managerial,Asian-Pac-Islander,Male,99,Japan,>50K
69,9th,5,Married-civ-spouse,Farming-fishing,White,Male,25,United-States,<=50K
63,9th,5,Married-civ-spouse,?,White,Male,40,United-States,>50K
29,Some-college,10,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K
21,Some-college,10,Never-married,Sales,White,Male,20,United-States,<=50K
24,Bachelors,13,Never-married,Tech-support,White,Male,55,United-States,<=50K
55,HS-grad,9,Married-civ-spouse,Other-service,Black,Male,40,United-States,<=50K
42,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,45,United-States,<=50K
48,11th,7,Married-civ-spouse,Other-service,White,Female,40,United-States,<=50K
31,Bachelors,13,Never-married,Tech-support,White,Female,42,United-States,<=50K
52,Assoc-voc,11,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
30,Some-college,10,Never-married,Other-service,White,Female,40,United-States,<=50K
29,HS-grad,9,Never-married,Craft-repair,White,Male,40,United-States,<=50K
32,Some-college,10,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,<=50K
47,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
56,9th,5,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
40,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
20,Some-college,10,Never-married,Prof-specialty,White,Female,10,United-States,<=50K
36,Some-college,10,Separated,Craft-repair,White,Male,40,United-States,<=50K
45,Bachelors,13,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
38,9th,5,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K
60,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
70,Masters,14,Married-civ-spouse,Exec-managerial,Black,Male,40,United-States,<=50K
21,Some-college,10,Never-married,Other-service,White,Female,30,United-States,<=50K
57,HS-grad,9,Widowed,Adm-clerical,White,Female,40,United-States,<=50K
33,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,48,United-States,<=50K
37,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,50,United-States,<=50K
50,Prof-school,15,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
68,Some-college,10,Married-civ-spouse,Sales,White,Male,55,United-States,>50K
28,11th,7,Married-civ-spouse,Adm-clerical,White,Female,40,Mexico,<=50K
32,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
30,Prof-school,15,Divorced,Prof-specialty,White,Male,50,United-States,>50K
18,11th,7,Never-married,Handlers-cleaners,White,Male,30,United-States,<=50K
45,Some-college,10,Divorced,Prof-specialty,White,Female,20,United-States,<=50K
22,HS-grad,9,Never-married,Adm-clerical,White,Female,40,Mexico,<=50K
38,Bachelors,13,Never-married,Machine-op-inspct,White,Female,8,United-States,<=50K
37,Assoc-voc,11,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
23,Bachelors,13,Never-married,Farming-fishing,White,Male,40,United-States,<=50K
59,7th-8th,4,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
48,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
53,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
18,HS-grad,9,Never-married,Adm-clerical,White,Male,25,United-States,<=50K
30,Bachelors,13,Never-married,Sales,White,Female,40,Mexico,<=50K
50,Some-college,10,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
63,11th,7,Married-civ-spouse,?,White,Male,40,United-States,<=50K
38,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
48,9th,5,Divorced,Sales,White,Female,40,United-States,<=50K
60,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
46,HS-grad,9,Separated,Handlers-cleaners,White,Female,50,Peru,<=50K
30,HS-grad,9,Never-married,?,White,Male,30,United-States,<=50K
39,Bachelors,13,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
55,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
17,11th,7,Never-married,Sales,White,Male,15,United-States,<=50K
46,Bachelors,13,Married-civ-spouse,Sales,White,Male,55,United-States,>50K
50,HS-grad,9,Divorced,Sales,White,Female,65,United-States,<=50K
32,Bachelors,13,Never-married,Protective-serv,Black,Male,30,United-States,<=50K
18,HS-grad,9,Never-married,Other-service,White,Female,40,United-States,<=50K
34,HS-grad,9,Separated,Other-service,Black,Male,40,United-States,<=50K
50,Bachelors,13,Divorced,Prof-specialty,White,Male,45,United-States,>50K
32,11th,7,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,<=50K
23,Bachelors,13,Never-married,Prof-specialty,Black,Female,40,United-States,<=50K
26,Bachelors,13,Never-married,Prof-specialty,White,Male,50,United-States,<=50K
46,Assoc-acdm,12,Divorced,Prof-specialty,White,Female,50,United-States,<=50K
43,Some-college,10,Married-civ-spouse,Sales,White,Male,55,United-States,<=50K
32,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,60,United-States,>50K
37,Assoc-acdm,12,Divorced,Prof-specialty,White,Female,38,United-States,<=50K
48,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,45,United-States,>50K
28,Bachelors,13,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
43,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
51,10th,6,Widowed,Other-service,White,Female,24,United-States,<=50K
30,HS-grad,9,Never-married,Machine-op-inspct,White,Male,50,Dominican-Republic,<=50K
34,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
34,HS-grad,9,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Male,40,United-States,<=50K
41,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
53,10th,6,Divorced,Adm-clerical,White,Female,48,United-States,<=50K
42,Preschool,1,Married-civ-spouse,Craft-repair,White,Male,40,Nicaragua,<=50K
18,HS-grad,9,Never-married,Other-service,White,Female,30,United-States,<=50K
81,Bachelors,13,Widowed,Sales,White,Male,50,United-States,>50K
